equipment:flexequip:electric-wheelchair---tilt-in-space---mid-wheel-drive,Electric wheelchair - tilt-in-space - mid wheel drive,mobility,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/mobility/electric-wheelchairs/electric-wheelchair-tilt-in-space-mid-wheel-drive,Electric wheelchair - tilt-in-space - mid wheel drive - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Mobility - Electric wheelchairs - Electric wheelchair - tilt-in-space - mid wheel drive # Electric wheelchair - tilt-in-space - mid wheel drive ### Electric wheelchair tilt-in-space - mid wheel drive ### Assistive Technology - Armchairs - Electric raiser recliner - One-Off specialised armchairs for FlexEquip NDIS Bundle Participants Only - Utility chair - Bathroom - Bedside commode chair -,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:one-off-specialised-electric-wheelchairs-for-flexequip-ndis-bundle-participants-only,One-Off specialised electric wheelchairs for FlexEquip NDIS Bundle Participants Only,mobility,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/mobility/electric-wheelchairs/one-off,One-Off specialised electric wheelchairs for FlexEquip NDIS Bundle Participants Only - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Mobility - Electric wheelchairs - One-Off specialised electric wheelchairs for FlexEquip NDIS Bundle Participants Only # One-Off specialised electric wheelchairs for FlexEquip NDIS Bundle Participants Only ### Electric wheelchair tilt-in-space - mid wheel drive Permobil M3 EQ5564 ### Electric wheelchair tilt-in-space - mid wheel drive TA iQ EQ5611 ### Electric wheelchair tilt-in-space - mid wheel drive Permobil,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:manual-wheelchairs,Manual wheelchairs,mobility,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/mobility/manual-wheelchairs,Manual wheelchairs - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Mobility - Manual wheelchairs # Manual wheelchairs ### Manual wheelchair - self propelling ### Manual wheelchair - tilt-in-space seat board ### Manual wheelchair - transit ### One-Off specialised manual wheelchairs for FlexEquip NDIS Bundle Participants ### Assistive Technology - Armchairs - Electric raiser recliner - One-Off specialised armchairs for FlexEquip NDIS Bundle Participants Only - Utility chair - Bathroom - Bedside commode chair - Over,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:manual-wheelchair---self-propelling,Manual wheelchair - self propelling,mobility,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/mobility/manual-wheelchairs/manual-wheelchair-self-propelling,Manual wheelchair - self propelling - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Mobility - Manual wheelchairs - Manual wheelchair - self propelling # Manual wheelchair - self propelling ### Manual wheelchair - self-propelled ### Assistive Technology - Armchairs - Electric raiser recliner - One-Off specialised armchairs for FlexEquip NDIS Bundle Participants Only - Utility chair - Bathroom - Bedside commode chair - Over toilet aid/Toilet surround - Shower chair/Shower stool - Shower commode -,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:manual-wheelchair---tilt-in-space-seat-board,Manual wheelchair - tilt-in-space seat board,mobility,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/mobility/manual-wheelchairs/manual-wheelchair-tilt-in-space-seat-board,Manual wheelchair - tilt-in-space seat board - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Mobility - Manual wheelchairs - Manual wheelchair - tilt-in-space seat board # Manual wheelchair - tilt-in-space seat board ### Manual wheelchair - tilt-in-space seat board ### Manual Tilt-in-Space Wheelchair - Ki Focus CR Transit - EQ6456 ### Manual Tilt-in-Space Wheelchair - Quickie Iris + ixpress - EQ7731 ### Assistive Technology - Armchairs - Electric raiser recliner - One-Off specialised armchairs for,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:manual-wheelchair---transit,Manual wheelchair - transit,mobility,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/mobility/manual-wheelchairs/manual-wheelchair-transit,Manual wheelchair - transit - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Mobility - Manual wheelchairs - Manual wheelchair - transit # Manual wheelchair - transit ### Manual wheelchair - transit ### Assistive Technology - Armchairs - Electric raiser recliner - One-Off specialised armchairs for FlexEquip NDIS Bundle Participants Only - Utility chair - Bathroom - Bedside commode chair - Over toilet aid/Toilet surround - Shower chair/Shower stool - Shower commode - One-Off specialised shower,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:one-off-specialised-manual-wheelchairs-for-flexequip-ndis-bundle-participants,One-Off specialised manual wheelchairs for FlexEquip NDIS Bundle Participants,mobility,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/mobility/manual-wheelchairs/one-off-specialised-manual-wheelchairs-for-flexequip-ndis-bundle-participants,One-Off specialised manual wheelchairs for FlexEquip NDIS Bundle Participants - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Mobility - Manual wheelchairs - One-Off specialised manual wheelchairs for FlexEquip NDIS Bundle Participants # One-Off specialised manual wheelchairs for FlexEquip NDIS Bundle Participants ### Manual Tilt-in-Space Wheelchair - Self Propelled TIS Karma EQ5762 ### Assistive Technology - Armchairs - Electric raiser recliner - One-Off specialised armchairs for FlexEquip NDIS Bundle Participants Only - Utility chair - Bathroom,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:one-off-specialised-wheelchair-accessory-for-flexequip-ndis-bundle-participants-only,One-Off specialised wheelchair accessory for FlexEquip NDIS Bundle Participants Only,mobility,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/mobility/wheelchair-accessory-miscellaneous,One-Off specialised wheelchair accessory for FlexEquip NDIS Bundle Participants Only - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Mobility - One-Off specialised wheelchair accessory for FlexEquip NDIS Bundle Participants Only # One-Off specialised wheelchair accessory for FlexEquip NDIS Bundle Participants Only ### Wheelchair accessory - R-Net Omni 2 EQ5639 ### Wheelchair accessory - Mo-Vis Chin Control - EQ56035 ### Wheelchair Accessory - Savant Head Support Small - EQ6086 ### Wheelchair Accessory - Bodypoint Modular Arm,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:portable-ramps,Portable ramps,mobility,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/mobility/portable-ramps,Portable ramps - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Mobility - Portable ramps # Portable ramps ### Decpac EBL ### Assistive Technology - Armchairs - Electric raiser recliner - One-Off specialised armchairs for FlexEquip NDIS Bundle Participants Only - Utility chair - Bathroom - Bedside commode chair - Over toilet aid/Toilet surround - Shower chair/Shower stool - Shower commode - One-Off specialised shower commodes for FlexEquip NDIS Bundle Participants Only - Shower commode -,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:walkers,Walkers,mobility,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/mobility/walkers,Walkers - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Mobility - Walkers # Walkers ### Walking frame - forearm support ### Walking frame - pick up frame ### Walking frame - seat and basket - bike brakes ### Walking frame - seat and basket - push down brakes ### Assistive Technology - Armchairs - Electric raiser recliner - One-Off specialised armchairs for FlexEquip NDIS Bundle Participants Only - Utility chair - Bathroom - Bedside commode,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:neck-support,Neck support,neck_support,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/neck-support,Neck support - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Neck support # Neck support ### Headmaster collar ### Assistive Technology - Armchairs - Electric raiser recliner - One-Off specialised armchairs for FlexEquip NDIS Bundle Participants Only - Utility chair - Bathroom - Bedside commode chair - Over toilet aid/Toilet surround - Shower chair/Shower stool - Shower commode - One-Off specialised shower commodes for FlexEquip NDIS Bundle Participants Only - Shower commode - attendant -,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:one-off-specialised-equipment-for-flexequip-ndis-bundle-participants-only,One-Off specialised equipment for FlexEquip NDIS Bundle Participants Only,one_off_specialised_equipment_for_flexequip_ndis_bundle_participants_only,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/one-off-specialised-equipment-for-flexequip-ndis-bundle-participants-only,One-Off specialised equipment for FlexEquip NDIS Bundle Participants Only - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - One-Off specialised equipment for FlexEquip NDIS Bundle Participants Only # One-Off specialised equipment for FlexEquip NDIS Bundle Participants Only ### AbleNet LITTLEmack - EQ7242 ### Airgo Fusion 2:1 Seat Walker & Wheelchair EQ7094 ### Allegro Standing Sling - Large - EQ6706 ### Arjo Carendo Electric Hygiene System - EQ7142 ### Armchair recliner tilt - Aspire Posture Pro Recliner,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:pressure-care,Pressure care,pressure_care,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/pressure-care,Pressure care - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Pressure care # Pressure care ### Cushion ### Mattress ### Armchair overlay - pressure care ### Electric raiser recliner - pressure care ### Assistive Technology - Armchairs - Electric raiser recliner - One-Off specialised armchairs for FlexEquip NDIS Bundle Participants Only - Utility chair - Bathroom - Bedside commode chair - Over toilet aid/Toilet surround - Shower chair/Shower stool - Shower commode - One-Off specialised,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:cushion,Cushion,pressure_care,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/pressure-care/cushion,Cushion - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Pressure care - Cushion # Cushion ### Cushion - Air/Foam Combination ### Cushion - gel ### Cushion - Roho ### One-Off specialised cushions for FlexEquip NDIS Bundle Participants Only ### Assistive Technology - Armchairs - Electric raiser recliner - One-Off specialised armchairs for FlexEquip NDIS Bundle Participants Only - Utility chair - Bathroom - Bedside commode chair - Over toilet aid/Toilet surround - Shower chair/Shower stool,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:cushion---air-foam-combination,Cushion - Air/Foam Combination,pressure_care,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/pressure-care/cushion/cushion-air-foam-combination,Cushion - Air/Foam Combination - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Pressure care - Cushion - Cushion - Air/Foam Combination # Cushion - Air/Foam Combination ### Cushion Varilite Evolution Air/Foam High Profile ### Assistive Technology - Armchairs - Electric raiser recliner - One-Off specialised armchairs for FlexEquip NDIS Bundle Participants Only - Utility chair - Bathroom - Bedside commode chair - Over toilet aid/Toilet surround - Shower chair/Shower stool - Shower commode - One-Off,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:cushion---gel,Cushion - gel,pressure_care,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/pressure-care/cushion/cushion-gel,Cushion - gel - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Pressure care - Cushion - Cushion - gel # Cushion - gel ### Gel high profile cushion ### Gel low profile cushion ### Assistive Technology - Armchairs - Electric raiser recliner - One-Off specialised armchairs for FlexEquip NDIS Bundle Participants Only - Utility chair - Bathroom - Bedside commode chair - Over toilet aid/Toilet surround - Shower chair/Shower stool - Shower commode - One-Off,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:cushion---roho,Cushion - Roho,pressure_care,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/pressure-care/cushion/cushion-roho,Cushion - Roho - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Pressure care - Cushion - Cushion - Roho # Cushion - Roho ### Roho low profile cushion ### Roho high profile cushion ### Roho high profile - Quadtro cushion ### Assistive Technology - Armchairs - Electric raiser recliner - One-Off specialised armchairs for FlexEquip NDIS Bundle Participants Only - Utility chair - Bathroom - Bedside commode chair - Over toilet aid/Toilet surround - Shower,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:one-off-specialised-cushions-for-flexequip-ndis-bundle-participants-only,One-Off specialised cushions for FlexEquip NDIS Bundle Participants Only,pressure_care,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/pressure-care/cushion/one-off-specialised-cushions-for-flexequip-ndis-bundle-participants-only,One-Off specialised cushions for FlexEquip NDIS Bundle Participants Only - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Pressure care - Cushion - One-Off specialised cushions for FlexEquip NDIS Bundle Participants Only # One-Off specialised cushions for FlexEquip NDIS Bundle Participants Only ### Cushion - foam high profile - Spex Classic Standard Contour EQ5632 ### Cushion - foam + Roho high profile - Permobil Roho Corpus Ergo Air EQ6316 ### Cushion - foam high profile -,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:mattress,Mattress,pressure_care,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/pressure-care/mattress,Mattress - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Pressure care - Mattress # Mattress ### Mattress - foam medical grade ### Mattress - overlays ### Mattress - replacement systems ### One-Off specialised mattress for FlexEquip NDIS Bundle Participants Only ### Assistive Technology - Armchairs - Electric raiser recliner - One-Off specialised armchairs for FlexEquip NDIS Bundle Participants Only - Utility chair - Bathroom - Bedside commode chair - Over toilet aid/Toilet surround - Shower,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:mattress---foam-medical-grade,Mattress - foam medical grade,pressure_care,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/pressure-care/mattress/mattress-foam,Mattress - foam medical grade - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Pressure care - Mattress - Mattress - foam medical grade # Mattress - foam medical grade ### Mattress - foam medical grade ### Assistive Technology - Armchairs - Electric raiser recliner - One-Off specialised armchairs for FlexEquip NDIS Bundle Participants Only - Utility chair - Bathroom - Bedside commode chair - Over toilet aid/Toilet surround - Shower chair/Shower stool - Shower commode,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:mattress---overlays,Mattress - overlays,pressure_care,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/pressure-care/mattress/mattress-overlay,Mattress - overlays - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Pressure care - Mattress - Mattress - overlays # Mattress - overlays ### Mattress overlay - alternating air - high profile ### Mattress overlay - Roho ### Mattress overlay - Roho foot extension section ### Mattress overlay - Roho width extension sections set ### Assistive Technology - Armchairs - Electric raiser recliner - One-Off specialised armchairs for FlexEquip NDIS Bundle Participants Only - Utility,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:mattress---replacement-systems,Mattress - replacement systems,pressure_care,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/pressure-care/mattress/mattress-replacement-system,Mattress - replacement systems - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Pressure care - Mattress - Mattress - replacement systems # Mattress - replacement systems ### Mattress replacement system - alternating air - high profile ### Mattress replacement system - hybrid foam/air high level ### Assistive Technology - Armchairs - Electric raiser recliner - One-Off specialised armchairs for FlexEquip NDIS Bundle Participants Only - Utility chair - Bathroom - Bedside commode chair - Over,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:one-off-specialised-mattress-for-flexequip-ndis-bundle-participants-only,One-Off specialised mattress for FlexEquip NDIS Bundle Participants Only,pressure_care,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/pressure-care/mattress/one-off-specialised-mattress-for-flexequip-ndis-bundle-participants-only,One-Off specialised mattress for FlexEquip NDIS Bundle Participants Only - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Pressure care - Mattress - One-Off specialised mattress for FlexEquip NDIS Bundle Participants Only # One-Off specialised mattress for FlexEquip NDIS Bundle Participants Only ### Mattress replacement system - hybrid foam/air high level CuroCell Area Zone King Single EQ5514 ### Assistive Technology - Armchairs - Electric raiser recliner - One-Off specialised armchairs for FlexEquip NDIS Bundle Participants Only,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:transfer-aids,Transfer aids,transfer_aids,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/transfer-aids,Transfer aids - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Transfer aids # Transfer aids ### Handy Bar ### Hoists ### One-Off specialised transfer aid for FlexEquip NDIS Bundle Participants Only ### Over bed pole ### Slide transfer board ### Sliding transfer bench ### Slings ### Standing Lifters ### Transfer belts ### Turntables ### Arjo Sara Stedy Standing Lifter ### Assistive Technology - Armchairs - Electric raiser recliner - One-Off specialised armchairs for FlexEquip NDIS,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:handy-bar,Handy Bar,transfer_aids,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/transfer-aids/handy-bar,Handy Bar - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Transfer aids - Handy Bar # Handy Bar ### Handy Bar ### Assistive Technology - Armchairs - Electric raiser recliner - One-Off specialised armchairs for FlexEquip NDIS Bundle Participants Only - Utility chair - Bathroom - Bedside commode chair - Over toilet aid/Toilet surround - Shower chair/Shower stool - Shower commode - One-Off specialised shower commodes for FlexEquip NDIS Bundle Participants Only - Shower commode,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:hoists,Hoists,transfer_aids,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/transfer-aids/hoists,Hoists - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Transfer aids - Hoists # Hoists ### Pivot hoist ### Assistive Technology - Armchairs - Electric raiser recliner - One-Off specialised armchairs for FlexEquip NDIS Bundle Participants Only - Utility chair - Bathroom - Bedside commode chair - Over toilet aid/Toilet surround - Shower chair/Shower stool - Shower commode - One-Off specialised shower commodes for FlexEquip NDIS Bundle Participants Only - Shower commode - attendant -,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:one-off-specialised-transfer-aid-for-flexequip-ndis-bundle-participants-only,One-Off specialised transfer aid for FlexEquip NDIS Bundle Participants Only,transfer_aids,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/transfer-aids/one-off-specialised-transfer-aid-for-flexequip-ndis-bundle-participants-only,One-Off specialised transfer aid for FlexEquip NDIS Bundle Participants Only - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Transfer aids - One-Off specialised transfer aid for FlexEquip NDIS Bundle Participants Only # One-Off specialised transfer aid for FlexEquip NDIS Bundle Participants Only ### Stealth Gel Footplate Covers - EQ6260 ### Wheelchair accessory - Permobil Adjustable Tray - EQ7361 ### Wheelchair accessory - Permobil Adjustable Tray - EQ7362 ### Cushion - foam high profile - Spex,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:over-bed-pole,Over bed pole,transfer_aids,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/transfer-aids/over-bed-pole,Over bed pole - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Transfer aids - Over bed pole # Over bed pole ### Over bed pole ### Assistive Technology - Armchairs - Electric raiser recliner - One-Off specialised armchairs for FlexEquip NDIS Bundle Participants Only - Utility chair - Bathroom - Bedside commode chair - Over toilet aid/Toilet surround - Shower chair/Shower stool - Shower commode - One-Off specialised shower commodes for FlexEquip NDIS Bundle Participants,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:slide-transfer-board,Slide transfer board,transfer_aids,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/transfer-aids/slide-transfer-board,Slide transfer board - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Transfer aids - Slide transfer board # Slide transfer board ### Slide transfer board ### Assistive Technology - Armchairs - Electric raiser recliner - One-Off specialised armchairs for FlexEquip NDIS Bundle Participants Only - Utility chair - Bathroom - Bedside commode chair - Over toilet aid/Toilet surround - Shower chair/Shower stool - Shower commode - One-Off specialised shower commodes for FlexEquip NDIS Bundle Participants,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:sliding-transfer-bench,Sliding transfer bench,transfer_aids,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/transfer-aids/sliding-transfer-bench,Sliding transfer bench - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Transfer aids - Sliding transfer bench # Sliding transfer bench ### Sliding transfer bench ### Assistive Technology - Armchairs - Electric raiser recliner - One-Off specialised armchairs for FlexEquip NDIS Bundle Participants Only - Utility chair - Bathroom - Bedside commode chair - Over toilet aid/Toilet surround - Shower chair/Shower stool - Shower commode - One-Off specialised shower commodes for FlexEquip NDIS Bundle Participants,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:slings,Slings,transfer_aids,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/transfer-aids/slings,"Slings - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Transfer aids - Slings # Slings ### Sling for hoist - Pivot, full body with head support ### Assistive Technology - Armchairs - Electric raiser recliner - One-Off specialised armchairs for FlexEquip NDIS Bundle Participants Only - Utility chair - Bathroom - Bedside commode chair - Over toilet aid/Toilet surround - Shower chair/Shower stool - Shower commode - One-Off specialised shower commodes for FlexEquip NDIS Bundle","Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
equipment:flexequip:standing-lifters,Standing Lifters,transfer_aids,FlexEquip,NSW/ACT,,https://flexequip.com.au/product-library/transfer-aids/standing-lifters,Standing Lifters - Home - Getting Assistive Technology - Product Library - Referral - News - About Us - Contact / Privacy 0 items - Transfer aids - Standing Lifters # Standing Lifters ### Arjo Sara Stedy Standing Lifter ### Assistive Technology - Armchairs - Electric raiser recliner - One-Off specialised armchairs for FlexEquip NDIS Bundle Participants Only - Utility chair - Bathroom - Bedside commode chair - Over toilet aid/Toilet surround - Shower chair/Shower stool - Shower commode - One-Off specialised shower commodes for FlexEquip NDIS Bundle Participants Only,"Adults in NSW or ACT diagnosed with MND, or eligible NDIS participants, should confirm access with FlexEquip and their health professional.",May be loaned or rented through FlexEquip; NDIS participants may use assistive technology and equipment funding where eligible.,2026-08-29
